point_0_x,point_0_y,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y,point_5_x,point_5_y,point_6_x,point_6_y,point_7_x,point_7_y,point_8_x,point_8_y,point_9_x,point_9_y,point_10_x,point_10_y,point_11_x,point_11_y,point_12_x,point_12_y,point_13_x,point_13_y,point_14_x,point_14_y,point_15_x,point_15_y,point_16_x,point_16_y,point_17_x,point_17_y,point_18_x,point_18_y,point_19_x,point_19_y,point_20_x,point_20_y
0.7913392782211304,0.6408146023750305,0.6973758339881897,0.6262423992156982,0.6112895011901855,0.54836505651474,0.5905788540840149,0.4425254464149475,0.6295654773712158,0.36981135606765747,0.637862503528595,0.3852916955947876,0.5899978876113892,0.3359300196170807,0.6055780649185181,0.4287033975124359,0.6262481808662415,0.4477214813232422,0.6883140802383423,0.3656441271305084,0.6408470869064331,0.32271701097488403,0.6567612886428833,0.4445245563983917,0.6780102252960205,0.4536161720752716,0.7424786686897278,0.3631722033023834,0.694963276386261,0.3242660462856293,0.706678569316864,0.45131614804267883,0.7290177941322327,0.4689430296421051,0.8032243847846985,0.371402770280838,0.7491011023521423,0.36045950651168823,0.7479783892631531,0.4516792893409729,0.7657788991928101,0.47167402505874634
0.7762007713317871,0.6361177563667297,0.6849148869514465,0.6008232235908508,0.6072661876678467,0.5261221528053284,0.5815543532371521,0.4320058822631836,0.6206052899360657,0.3619607985019684,0.6216139793395996,0.38096699118614197,0.5704667568206787,0.31912848353385925,0.5904139280319214,0.40869346261024475,0.6153019666671753,0.43393194675445557,0.6704133152961731,0.3597941994667053,0.6268051862716675,0.3112362027168274,0.6470195651054382,0.42421743273735046,0.66752690076828,0.4332066476345062,0.7257989645004272,0.3532203137874603,0.6799869537353516,0.3132150173187256,0.6971235871315002,0.4283926486968994,0.7198109030723572,0.44141221046447754,0.7869438529014587,0.35931462049484253,0.7341368198394775,0.34176450967788696,0.737882137298584,0.42393872141838074,0.7579787969589233,0.4401889443397522
0.8127048015594482,0.6953213810920715,0.7389476299285889,0.6508796215057373,0.670513927936554,0.5676017999649048,0.6431635022163391,0.47656598687171936,0.6735051870346069,0.4024548828601837,0.7072926759719849,0.4281036853790283,0.652233898639679,0.3646140992641449,0.6641275882720947,0.4611089825630188,0.6926425099372864,0.48596930503845215,0.7540398836135864,0.41865044832229614,0.7047987580299377,0.3665354251861572,0.7145805954933167,0.4874754846096039,0.74127596616745,0.495915949344635,0.8041086196899414,0.4209466278553009,0.750923216342926,0.38053902983665466,0.757870614528656,0.502550482749939,0.7876933217048645,0.5163144469261169,0.8594422340393066,0.4349597692489624,0.8032991290092468,0.4045872986316681,0.7982604503631592,0.488501638174057,0.8212550282478333,0.5122050046920776
0.8153097033500671,0.5922502875328064,0.6898931264877319,0.5862547755241394,0.6026937365531921,0.6031767129898071,0.5687910318374634,0.6825034618377686,0.6172728538513184,0.7383854389190674,0.5991686582565308,0.3837781548500061,0.5455991625785828,0.5841342210769653,0.5905911922454834,0.6169597506523132,0.6105506420135498,0.5711266398429871,0.6759132146835327,0.38695216178894043,0.6145185828208923,0.6264771223068237,0.6544438600540161,0.6290972828865051,0.6630921959877014,0.5662989616394043,0.7549476623535156,0.4304787218570709,0.6917193531990051,0.6540099382400513,0.7192593812942505,0.6480416059494019,0.7308734059333801,0.5878573060035706,0.8221763968467712,0.49506524205207825,0.7653344869613647,0.660139799118042,0.7761664390563965,0.6508598327636719,0.7866448163986206,0.5970256924629211
0.7545605897903442,0.7489199638366699,0.6672487258911133,0.716437816619873,0.5728297829627991,0.6338680982589722,0.5311863422393799,0.5292407870292664,0.5646635293960571,0.44141703844070435,0.5907846689224243,0.45354002714157104,0.5289804339408875,0.39734065532684326,0.5496408343315125,0.5001009106636047,0.5799208879470825,0.5282407402992249,0.643581211566925,0.43186649680137634,0.5910342931747437,0.396659791469574,0.6145580410957336,0.5384779572486877,0.6392449736595154,0.5384616851806641,0.7025343179702759,0.4269641041755676,0.647652268409729,0.40207403898239136,0.6668229699134827,0.5424716472625732,0.6955456733703613,0.551720917224884,0.7659637928009033,0.4369169771671295,0.7084928154945374,0.4218984544277191,0.709685206413269,0.5218479633331299,0.7330982685089111,0.5431055426597595
0.7901116013526917,0.6389458179473877,0.6640329957008362,0.6227332949638367,0.578607439994812,0.6349593997001648,0.5412300229072571,0.7114385962486267,0.5816850662231445,0.7678641676902771,0.5726211667060852,0.41949981451034546,0.5098926424980164,0.6203128099441528,0.5590150356292725,0.6519519090652466,0.5816391110420227,0.5993432402610779,0.6531081795692444,0.4253779947757721,0.5799943804740906,0.6639077067375183,0.6259365677833557,0.6673264503479004,0.638033390045166,0.5971345901489258,0.7346096038818359,0.4745061695575714,0.6586362719535828,0.6982775926589966,0.6907288432121277,0.6936430335044861,0.7068271040916443,0.6280660629272461,0.8040181994438171,0.5436559915542603,0.7349085807800293,0.7088421583175659,0.7471951842308044,0.6958000659942627,0.7608432769775391,0.6346657276153564
0.29291969537734985,0.5537304282188416,0.39109209179878235,0.5711596012115479,0.4622754752635956,0.6023430228233337,0.4799466133117676,0.6594792604446411,0.43123990297317505,0.7025226354598999,0.4715374708175659,0.4017447829246521,0.49219077825546265,0.5832188129425049,0.46276628971099854,0.5952684283256531,0.44937416911125183,0.5450463891029358,0.39940720796585083,0.3928871154785156,0.42672494053840637,0.6049789786338806,0.4036940932273865,0.5980387926101685,0.3972688317298889,0.5384950637817383,0.32698342204093933,0.4161625802516937,0.356281042098999,0.6152382493019104,0.3409178555011749,0.5952135324478149,0.33547988533973694,0.5290824174880981,0.26301366090774536,0.45387840270996094,0.29134052991867065,0.6072670221328735,0.29188984632492065,0.5940226912498474,0.28516286611557007,0.5439931154251099
0.36073780059814453,0.5138922333717346,0.47303903102874756,0.5472232103347778,0.5573205947875977,0.5958929061889648,0.5846470594406128,0.6683557033538818,0.5290133357048035,0.7111772298812866,0.5926434397697449,0.3321261405944824,0.6195486783981323,0.5601112246513367,0.5787010192871094,0.5765365362167358,0.5616820454597473,0.5143235921859741,0.5057738423347473,0.31312012672424316,0.5340250134468079,0.5806199312210083,0.49859732389450073,0.5727920532226562,0.49174001812934875,0.4965580403804779,0.41387224197387695,0.3372707962989807,0.4419669508934021,0.5834610462188721,0.42015665769577026,0.5640643239021301,0.4162167012691498,0.48535919189453125,0.3303471803665161,0.3806081712245941,0.356952428817749,0.571636974811554,0.3588823676109314,0.5582298040390015,0.3574209213256836,0.49511411786079407
0.38833531737327576,0.711990237236023,0.4795704483985901,0.7033023238182068,0.5743880867958069,0.6251709461212158,0.598655104637146,0.5078750252723694,0.5611705780029297,0.40587833523750305,0.5885528326034546,0.45745909214019775,0.6398037672042847,0.3875763714313507,0.604847252368927,0.4920172691345215,0.5754566192626953,0.5146496295928955,0.5276899933815002,0.4208000600337982,0.5785583257675171,0.36023378372192383,0.5473703145980835,0.4901655912399292,0.5228518843650818,0.48857712745666504,0.4602157771587372,0.4075061082839966,0.505402684211731,0.36500728130340576,0.48537442088127136,0.5072436332702637,0.4625924229621887,0.519353449344635,0.3839262127876282,0.4052680432796478,0.4318905472755432,0.3868619203567505,0.4339449405670166,0.49286144971847534,0.4202767014503479,0.5161393284797668
0.3696477711200714,0.6310067772865295,0.4519209861755371,0.5948899984359741,0.522173285484314,0.5155782699584961,0.546597421169281,0.41996505856513977,0.5176730155944824,0.33520132303237915,0.5242400169372559,0.38571587204933167,0.5731296539306641,0.31736665964126587,0.5443511009216309,0.4121442139148712,0.521827757358551,0.43581247329711914,0.4733862280845642,0.3636752665042877,0.5184247493743896,0.30764511227607727,0.4942348301410675,0.42219236493110657,0.474231481552124,0.42947322130203247,0.4167013466358185,0.35486137866973877,0.458848237991333,0.30514809489250183,0.44723063707351685,0.4249042868614197,0.4271312654018402,0.44499412178993225,0.35313549637794495,0.35339537262916565,0.4004313349723816,0.31885114312171936,0.404707133769989,0.4044954478740692,0.38924384117126465,0.43130016326904297
